gene	TS001	TS002	TS003	TS004	TS005	TS006	TS007	TS008	TS009	TS010	TS011	TS012	TS003-2
ZNF215	52	88	93	65	25	84	37	44	20	67	29	30	114
ZNF217	436	914	944	763	94	725	50	153	149	225	167	127	1034
ZNF211	60	113	179	228	215	237	153	267	158	222	192	161	200
SLC7A8	325	901	1545	1272	1356	1112	2425	1765	1197	3366	1744	2074	1516
SLC7A9	5	9	8	11	5	8	3	3	4	1	2	3	8
HLA-C	549	621	1115	1230	1071	2379	911	1854	1367	1083	1112	2450	1074
SLC7A7	315	612	444	309	29	234	11	22	15	18	16	21	480
HLA-A	938	921	1463	2744	3639	3054	2959	2627	2233	3122	595	3461	1412
SLC7A5	1419	3509	5547	4455	5379	3283	10638	7285	4909	12713	10051	7661	5426
HLA-G	38	57	28	30	25	34	18	39	24	38	23	22	24
SLC7A3	19	20	16	50	7	18	9	14	6	15	12	23	13
HLA-E	399	597	678	1655	1347	2807	874	1909	2148	1267	1039	1913	671
PHF21B	81	168	158	146	49	182	64	100	55	74	79	49	139
AMER2	22	63	51	28	0	8	0	0	0	0	1	2	48
AMER3	11	57	36	28	0	21	1	1	2	0	1	0	42
IPO8	406	1085	660	561	268	496	206	307	244	332	324	282	738
IPO9	337	902	942	825	598	962	585	600	465	729	624	602	933
IPO7	208	376	681	633	666	670	720	741	501	1235	949	810	738
IPO4	922	2243	1187	931	117	920	117	135	103	235	183	161	1198
IPO5	3748	7706	5016	4051	1178	3800	1510	1278	767	2259	1499	1410	5391
NRBP2	208	517	748	1125	1352	1019	1286	1553	1135	1512	1525	1506	782
NRBP1	775	1460	1245	1131	452	1111	462	583	451	718	676	591	1266
DCAF8L1	10	40	48	30	9	62	11	9	15	18	6	9	49
DCAF8L2	113	290	677	491	794	383	987	876	462	1366	1116	750	730
RAB8B	336	623	399	413	280	479	188	235	197	254	263	273	447
SCPEP1	142	181	195	303	305	374	305	264	227	360	217	251	233
MGAT5B	45	145	76	65	2	73	6	1	3	3	2	1	98
PAQR9	166	343	309	306	0	141	0	1	1	4	1	3	291
PAQR8	110	155	203	143	149	197	109	99	123	214	173	166	205
GABPB1	145	207	200	197	110	220	125	131	91	179	125	121	221
PHYHD1	23	43	16	98	56	88	35	62	91	50	68	86	24
PAQR3	489	1025	870	746	158	749	240	213	162	281	233	180	941
STOX2	6	11	22	14	34	24	27	25	11	36	15	21	19
PAQR5	49	67	45	46	14	32	8	21	9	24	59	35	54
PAQR4	66	127	118	95	18	124	6	22	11	10	19	10	122
PAQR7	1049	2106	1859	1649	1529	1079	2004	1866	1336	2981	2196	1976	1762
PAQR6	53	79	112	159	229	115	248	195	122	176	188	233	125
FADS1	171	525	455	584	665	698	732	558	526	923	1251	1161	500
FADS3	80	145	146	274	315	294	258	278	218	284	368	336	138
FADS2	504	1016	664	1352	1342	1122	1085	629	1009	677	2123	2035	666
FADS6	5	15	10	16	0	21	3	1	1	0	2	7	16
SIL1	839	1148	714	688	441	741	508	587	367	971	585	600	771
PRR5L	36	53	76	51	88	44	74	97	29	90	60	104	60
ACAD10	180	459	397	398	285	423	310	338	225	438	359	340	434
ACAD11	3	21	51	22	38	57	37	39	34	30	41	22	43
CARNS1	3	14	17	22	8	32	16	25	23	22	22	20	13
PLOD2	130	190	347	275	152	413	394	438	195	353	398	207	405
PLOD3	118	222	247	323	288	434	262	274	230	414	325	393	258
CMPK2	52	117	61	83	16	76	40	39	26	76	33	51	74
PLOD1	165	274	340	527	625	646	519	601	548	940	692	837	368
RAD21	1500	2187	2958	2445	1981	2259	2465	2074	1455	4368	3315	2587	3240
ALDH6A1	58	172	473	266	335	146	592	387	282	806	656	421	539
NR2E1	2	4	1	1	0	6	0	0	0	0	1	1	3
NR2E3	7	13	14	10	6	16	14	11	2	7	6	9	15
DUS4L	82	101	126	110	80	107	102	102	70	121	84	79	139
DAND5	5	8	14	13	20	23	13	18	26	14	26	19	9
JPH2	30	34	46	40	10	42	6	39	9	7	6	10	44
JPH3	63	151	112	54	4	97	5	11	7	11	7	8	106
JPH1	27	58	66	43	4	52	1	6	1	6	6	8	74
JPH4	15	70	29	86	106	71	31	84	66	74	69	109	44
TYK2	79	253	268	433	525	441	376	560	459	505	648	504	269
BOD1	570	538	626	705	332	699	367	409	369	616	536	426	697
SLITRK6	4	7	1	10	11	7	9	15	9	13	11	15	3
SLITRK4	32	36	9	28	50	68	11	45	19	15	78	68	10
SLITRK5	9	10	9	14	13	11	7	19	17	11	8	2	6
SLITRK2	1	1	3	7	2	5	0	7	5	9	7	37	0
SLITRK3	8	30	8	16	0	1	1	2	0	0	2	1	10
SLITRK1	1	1	0	2	0	1	0	1	0	2	0	1	1
PAPPA	58	110	134	261	259	299	337	334	149	525	193	154	138
PIK3C2B	41	140	113	131	96	176	58	102	79	78	76	105	120
PIK3C2A	395	961	1571	1097	1095	1094	1907	1736	1072	2790	1952	1135	1826
PIK3C2G	8	27	24	6	0	14	1	0	3	0	0	0	19
LST1	9	12	10	19	13	43	0	8	12	6	8	4	10
CEP76	304	519	354	306	37	198	41	52	44	60	72	61	390
CEP70	778	996	533	531	22	615	46	57	33	49	35	37	619
CEP72	140	230	196	161	29	170	24	25	32	39	38	24	208
CEP78	404	440	414	279	44	433	30	38	23	38	54	35	452
TSN	1254	1532	1449	1204	456	1544	501	573	383	804	632	574	1612
USP17L2	0	0	0	0	0	0	0	0	0	1	0	0	0
USP17L7	0	0	0	0	1	0	1	1	0	0	0	0	0
USP17L5	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L4	0	0	0	0	0	0	0	0	0	0	0	0	0
USP17L8	0	0	0	0	0	0	0	0	0	0	0	0	0
TPK1	117	226	114	113	13	98	11	27	15	25	21	21	113
TST	111	69	100	97	103	104	155	100	76	131	181	149	96
TANK	133	216	207	231	129	260	117	126	91	196	152	152	219
MYBPH	1	0	3	0	1	1	2	1	1	4	0	1	1
MTHFSD	234	534	451	354	221	364	242	243	215	255	253	183	379
MST4	43	36	66	59	7	64	11	30	13	19	12	17	65
MST1	212	391	299	268	167	341	196	200	160	158	267	215	293
CYP3A43	19	21	10	11	5	13	0	8	7	4	3	2	11
OR2AP1	0	0	0	0	0	0	0	0	0	0	0	0	0
SMG7	1300	3727	2963	2506	1022	2298	1098	1288	941	1642	1286	1048	3095
MSTN	7	8	12	7	9	11	9	4	7	2	11	7	6
SMG6	712	1382	1333	1156	510	1327	502	473	431	703	580	631	1294
SMG1	781	1446	2384	1499	1286	2035	1071	1143	783	1255	1101	879	2607
KIAA1377	524	960	729	554	114	651	213	166	89	202	159	187	684
EPDR1	237	257	483	597	459	499	718	539	474	937	687	764	535
SMG9	542	1125	551	644	154	485	151	150	139	231	189	172	542
NEURL1B	194	327	305	395	343	813	124	354	399	232	233	469	309
SLC30A10	31	88	31	32	10	23	2	8	3	7	62	31	39
ROM1	70	65	83	94	33	105	36	44	40	47	39	55	69
PPEF2	11	24	28	9	1	6	3	4	1	1	0	0	23
PPEF1	249	440	242	253	16	154	25	37	16	37	47	26	269
KIAA1598	516	760	977	999	1500	926	1310	1608	890	1785	1469	1212	1091
FITM2	21	49	58	26	34	38	38	48	24	101	88	36	36
FITM1	25	27	10	16	6	16	8	10	13	4	9	5	11
GREB1L	24	167	150	109	35	91	52	73	86	85	89	69	168
AP1S1	151	224	237	241	183	263	228	168	115	298	261	251	219
AP1S2	172	155	337	394	419	315	423	550	403	880	726	564	418
AP1S3	7	21	30	26	29	26	18	44	26	32	36	35	14
KAZN	80	133	207	240	103	325	191	124	234	363	151	225	214
POTEM	0	6	9	2	1	4	1	3	3	4	0	4	5
SGK110	1	2	4	3	0	4	1	0	0	0	0	0	2
POTEH	1	3	15	7	4	12	6	6	2	6	4	2	14
POTEG	1	5	8	0	0	16	0	3	0	4	0	2	10
POTEF	2	28	21	8	3	7	0	1	0	2	1	1	19
POTEE	2	16	19	4	1	8	0	1	1	2	1	0	12
POTED	16	32	49	31	0	25	0	0	0	0	2	0	58
POTEC	15	41	42	22	0	28	1	0	0	0	0	0	75
POTEB	0	0	0	0	0	0	0	0	0	0	0	0	0
POTEA	14	28	10	13	0	12	0	2	0	0	0	0	18
ASIP	2	10	6	10	9	7	9	9	1	0	2	11	4
C21orf91	424	688	853	620	586	671	628	629	334	935	852	564	925
DCSTAMP	0	2	1	0	0	0	0	0	3	0	0	0	2
GPR45	6	8	9	9	0	5	0	2	0	0	0	0	14
ARMCX6	38	33	65	56	71	50	82	88	61	124	84	85	66
ARMCX5	52	62	100	112	115	112	128	105	79	156	179	134	126
ARMCX4	28	116	208	367	405	301	366	552	331	513	433	407	202
ARMCX3	280	286	636	740	939	675	1004	1143	696	1762	1234	1131	732
ARMCX2	93	99	198	294	408	320	301	375	294	378	399	396	188
ARMCX1	75	100	181	216	274	227	246	309	230	395	308	331	182
FUT7	1	10	8	4	2	11	2	1	2	2	3	2	8
FUT6	4	9	5	1	0	6	0	0	0	1	0	0	4
FUT5	3	13	13	17	1	6	19	10	0	18	6	2	13
FUT4	53	114	127	106	95	137	69	93	56	95	92	80	114
FUT3	23	57	31	18	4	28	4	2	3	6	8	3	27
FUT2	3	17	33	20	20	24	18	38	43	49	15	18	24
FUT1	58	71	157	122	71	104	113	202	131	252	111	119	162
MAGEA9B	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT33A	12	29	4	8	0	8	0	0	0	0	0	0	14
FUT9	2	4	5	4	1	4	1	1	2	0	0	0	1
FUT8	369	624	640	522	314	567	536	295	236	835	603	402	701
GHR	26	48	39	78	89	107	55	100	116	79	104	114	41
ATP5J2	346	358	304	274	145	340	174	178	144	290	244	222	267
SF1	1739	4620	3883	3660	2004	3855	2570	2874	2252	3208	3184	2640	3620
VTCN1	6	35	26	23	5	14	7	2	9	25	17	9	22
DDX39B	1	2	3	5	6	3	4	3	3	2	6	4	0
VPS9D1	282	486	355	407	259	347	294	385	182	319	366	391	318
DDX39A	1917	2373	1758	1267	175	1702	201	208	168	229	236	208	1789
PXT1	27	75	66	29	12	101	12	23	20	25	24	13	56
PLXND1	214	435	451	665	651	1134	299	655	607	393	612	664	455
PEX11A	115	159	128	102	62	129	34	46	34	64	62	51	153
PEX11B	288	525	555	512	262	599	355	394	281	494	424	397	579
APCDD1L	0	0	1	2	0	0	1	1	2	0	0	2	2
PAFAH1B1	2512	3856	3109	2828	1531	2626	1855	2060	1479	2970	2311	1946	3278
PAFAH1B3	189	187	157	142	22	183	24	24	25	36	26	37	176
PAFAH1B2	824	998	1505	1330	813	1457	884	1020	733	1557	1151	1046	1508
GH1	1	0	1	0	0	0	1	0	1	0	0	0	4
GH2	1	0	1	0	0	4	0	0	0	0	0	0	0
C10orf120	271	530	177	210	1	70	0	0	0	0	5	0	227
C10orf129	2	5	4	0	0	2	0	2	0	1	0	0	3
SFN	1	1	7	2	0	5	1	1	0	3	0	4	2
GATAD1	249	334	535	549	678	700	638	780	605	932	728	726	571
STARD10	1677	2764	1299	1037	58	936	32	73	48	89	92	90	1339
STARD13	85	96	193	238	255	235	310	309	241	386	325	395	193
MT1X	45	28	47	63	61	74	67	194	82	78	177	80	48
MT1M	1	4	6	10	4	15	2	19	10	3	20	6	1
ARHGAP15	106	141	87	89	8	76	4	8	7	6	5	13	76
MT1H	1	1	0	0	0	0	0	0	0	0	0	0	0
MT1E	11	7	30	25	28	30	26	74	44	47	74	24	33
MT1F	10	9	6	13	13	18	5	23	12	9	7	7	15
MT1G	4	0	3	1	1	3	1	3	1	2	5	3	2
MT1A	0	2	1	12	0	12	3	11	7	1	12	0	0
MT1B	0	0	1	0	0	0	0	0	0	1	0	0	0
BLVRB	54	45	33	71	78	111	56	71	75	92	94	120	39
BLVRA	107	104	124	170	137	195	187	172	78	198	176	198	128
GLTPD2	1	5	4	7	6	5	6	5	4	8	6	10	4
GLTPD1	731	1775	835	777	169	705	154	181	157	246	223	233	784
WBP2NL	218	704	247	207	6	128	4	3	2	3	5	0	311
STARD4	24	52	85	84	104	121	59	52	53	82	164	92	85
OR1J4	0	0	0	1	0	0	0	0	1	0	0	0	0
OR1J2	1	1	0	1	0	2	0	0	0	0	0	0	1
OR1J1	0	0	0	1	1	1	0	0	0	0	0	0	0
CERCAM	114	270	200	307	133	362	88	175	218	149	125	228	173
LOC391322	0	29	20	48	20	17	20	31	12	19	14	18	12
NAE1	388	438	445	377	154	590	114	161	108	205	192	165	501
GXYLT1	233	431	581	446	335	541	404	461	296	648	562	400	627
GXYLT2	30	95	52	32	33	36	54	33	18	63	33	40	63
CSPP1	369	661	635	480	337	645	299	400	268	412	406	300	658
TBCEL	204	488	501	390	209	473	269	319	230	376	380	245	525
FGD4	491	915	977	728	509	492	694	713	335	1032	712	486	1030
FGD6	53	182	205	222	88	300	127	91	80	138	138	130	246
F13A1	144	281	134	229	283	420	50	161	176	108	118	352	137
NOP58	290	388	479	389	186	422	310	323	220	440	363	331	517
NOP56	407	775	687	678	409	838	357	480	388	473	484	456	718
ETS2	75	115	152	323	265	537	153	524	398	234	240	257	135
ETS1	100	166	316	430	378	783	267	532	662	332	294	290	374
AQP10	4	3	7	9	11	6	11	14	9	15	15	12	8
AQP11	152	238	191	185	158	158	157	159	134	283	192	177	200
CHRM5	5	58	20	12	1	9	1	2	5	2	17	0	19
CHRM4	25	205	83	83	5	74	3	3	2	9	2	3	78
CHRM3	16	37	32	16	7	43	11	4	9	7	9	5	43
CHRM2	8	16	9	8	0	1	2	2	1	2	1	1	20
CHRM1	2	6	0	3	0	0	1	0	0	0	0	0	4
MGAT1	783	1260	1122	1428	943	1580	831	1001	1036	1789	1283	1359	1263
MGAT2	609	892	1070	830	808	879	938	837	501	1435	1235	934	1121
MGAT3	134	411	121	194	139	195	44	113	74	88	154	160	104
MGAT5	381	690	858	1039	1489	879	1818	1630	847	2867	1823	1438	813
GLRX	18	16	18	49	44	44	34	39	27	28	79	77	18
MMP8	1	2	0	1	0	4	2	1	1	0	1	0	0
MMP9	32	48	14	23	6	32	2	9	3	9	2	2	20
MMP7	2	18	1	3	0	2	0	0	1	1	0	0	3
MMP2	532	1074	814	2925	1846	3086	1413	2011	3760	2602	1252	2241	843
MMP3	2	0	1	0	0	0	1	0	1	0	0	0	2
MMP1	3	3	5	4	2	5	11	2	6	13	2	3	4
TRAPPC2L	445	515	279	299	32	350	67	57	56	90	105	63	318
GNPTAB	166	352	528	435	210	463	290	258	164	304	309	232	570
AMICA1	21	12	5	41	26	41	13	22	5	10	12	21	9
NGDN	241	236	282	206	124	271	146	157	125	205	221	180	258
KCNE4	19	27	26	68	35	100	15	67	47	54	55	45	32
CBFA2T3	83	183	168	189	11	227	9	20	21	12	21	28	153
CBFA2T2	346	859	751	647	346	884	276	392	314	443	392	367	767
IRF2BP2	706	1112	1203	1409	991	1437	846	1335	934	1546	1201	1116	1181
IRF2BP1	138	235	308	344	316	377	368	319	319	680	471	468	326
C9orf89	236	333	240	267	159	282	216	249	155	325	280	320	224
C9orf84	274	511	560	248	290	395	370	384	210	339	285	179	722
C9orf85	54	103	51	71	28	60	31	43	27	45	54	45	77
IRF2BPL	460	792	1099	1104	766	995	824	1051	660	1264	1137	818	1037
USP38	224	491	351	309	149	230	171	171	97	230	183	169	367
USP39	271	444	454	422	331	522	326	323	247	449	421	401	471
USP30	203	448	400	370	226	374	279	243	212	465	330	310	404
USP31	663	1186	1674	1307	670	1477	595	800	444	1172	680	619	1704
USP32	1363	2482	1642	1198	194	1254	218	251	177	335	294	238	1775
USP33	415	542	729	685	458	772	426	516	345	636	588	442	747
USP34	976	1932	2384	1851	1192	2005	1299	1471	1091	1935	1781	1244	2617
SHMT2	77	120	137	211	177	203	198	185	187	314	250	236	144
USP37	607	711	1059	664	456	738	508	537	332	856	592	468	1267
PPFIBP1	140	248	514	673	712	577	814	946	715	1332	904	645	579
PPFIBP2	515	970	698	638	369	505	330	484	315	609	316	383	697
LDLRAD4	98	202	180	216	97	218	47	101	126	96	58	105	168
HHIPL1	11	25	15	23	27	41	21	32	26	34	29	25	13
HHIPL2	145	288	151	145	4	117	2	1	2	1	3	3	133
KIF26A	126	416	315	281	22	392	18	45	44	37	15	23	288
KIF26B	33	132	75	69	11	39	8	10	4	10	7	4	70
SAAL1	153	175	119	99	33	129	28	32	22	39	47	35	139
UHRF1BP1	516	1349	1184	817	513	838	550	650	450	878	676	499	1226
UBAP2L	518	1897	1734	1464	961	1487	1154	1091	820	1767	1448	1164	1847
SUPT7L	332	497	646	532	586	710	492	685	508	768	677	579	723
TNRC18	390	1056	1499	1183	1256	1272	1237	1388	1033	2041	1685	1455	1366
JUN	476	430	2804	3082	2010	2700	4334	13342	5748	8059	5166	2620	2843
JUP	165	282	206	217	76	241	26	80	68	46	60	72	206
CYP4Z1	2	3	18	8	1	8	2	0	0	4	1	1	6
REV1	291	590	707	662	318	712	317	365	330	552	449	356	748
RHBDF1	45	104	79	201	230	175	103	226	98	122	153	307	77
RHBDF2	17	67	105	118	110	142	91	105	70	117	94	167	70
CTNND2	82	338	121	154	2	131	1	3	3	4	8	5	128
CTNND1	0	13	39	22	32	16	25	29	33	65	55	23	35
ZNF534	4	17	15	9	6	23	2	2	4	3	3	3	19
ZNF536	35	78	156	135	208	116	348	306	168	462	321	228	160
ZNF530	32	36	48	44	33	53	35	32	29	35	35	32	62
OR5AP2	0	1	0	0	0	0	0	0	0	0	0	0	0
ZNF532	158	652	854	768	594	936	597	703	488	903	651	587	934
QSER1	274	683	657	412	298	534	258	257	203	306	305	234	780
APEH	353	531	507	432	261	546	267	267	180	355	362	337	524
LCE2C	0	0	0	0	0	0	2	0	0	0	0	0	1
LCE2B	0	0	0	0	0	0	0	0	0	0	0	0	0
LCE2A	0	0	1	0	0	0	0	0	0	0	0	0	0
LCE2D	0	0	1	0	0	0	0	0	0	0	0	0	0
ATL3	487	876	439	341	60	281	45	55	41	54	57	34	435
ATL2	258	445	441	442	277	563	266	312	250	404	469	311	513
ATL1	124	278	140	133	24	125	15	33	29	16	25	34	154
SLC5A3	340	435	1301	695	1361	692	1267	1461	750	2188	1708	947	1478
CCNB1IP1	289	364	329	313	166	347	180	222	211	263	286	231	361
MOXD1	26	85	27	79	10	22	5	9	3	18	3	8	31
PIN1	894	1124	1015	754	403	817	605	474	556	856	693	717	955
PIN4	30	31	35	49	36	35	59	63	35	84	59	43	34
SMOX	142	205	145	146	51	188	51	70	75	83	73	90	157
NPAS4	0	4	4	9	1	5	5	5	10	4	1	2	5
NPAS3	17	24	23	34	55	40	28	15	24	29	51	34	24
NPAS2	122	337	334	302	181	219	291	252	217	445	222	218	336
NPAS1	8	7	8	3	7	11	2	4	6	6	2	2	6
TTC36	5	9	16	8	3	11	8	10	8	11	8	17	11
AP4E1	121	255	302	221	137	334	99	143	101	206	145	117	309
TSEN34	478	660	836	748	509	786	779	713	522	1133	926	829	783
NCAPH2	522	746	624	570	242	710	241	256	214	278	325	278	614
FAM166A	270	717	259	279	22	85	82	39	44	33	97	53	216
FAM166B	7	8	6	7	3	6	2	5	0	4	3	3	6
PURB	401	647	788	660	644	724	586	698	445	1049	772	595	841
PURA	153	265	411	384	382	406	376	354	283	609	537	373	437
PURG	61	104	67	47	7	46	2	3	3	1	8	4	53
MAN2B2	90	177	202	290	315	358	327	346	352	487	371	394	178
MAN2B1	152	264	171	228	160	385	111	186	148	157	185	211	171
CCDC28B	217	180	249	257	270	252	352	318	260	589	499	384	212
CCDC28A	258	307	326	266	178	260	177	209	148	308	250	209	324
FSTL4	51	104	101	68	113	27	188	110	89	217	162	151	125
FSTL5	10	25	16	16	4	14	4	0	1	5	2	6	17
FSTL3	1020	1066	2340	1310	1238	1531	714	996	1252	1434	449	1324	2190
FSTL1	523	471	439	1210	839	1616	532	1205	1249	1453	896	1177	466
KCTD13	606	1319	1845	1447	968	1250	1737	1630	1042	2502	2049	1647	1662
NUF2	590	645	413	303	4	431	8	9	7	9	11	4	401
ANXA8L2	0	0	0	0	0	0	0	0	0	0	0	0	1
ANXA8L1	0	0	0	0	0	0	0	0	0	0	0	0	0
C12orf49	150	352	280	244	88	261	67	81	59	108	81	77	293
IGHMBP2	586	1546	873	706	112	669	88	132	126	152	141	137	832
TIMM10B	238	392	470	430	312	438	370	396	298	676	571	435	443
C12orf40	84	158	120	74	0	121	0	1	0	1	1	0	121
C12orf43	61	158	117	124	85	131	87	94	74	124	105	97	136
C12orf42	137	368	142	203	0	68	0	0	0	0	1	0	173
C12orf45	40	64	25	32	16	52	18	11	19	13	17	13	43
C12orf44	562	584	500	455	224	503	206	286	211	408	280	246	532
KCTD16	35	119	32	27	3	22	1	5	1	7	5	6	39
NFAT5	476	1003	1706	1169	959	1698	1119	1313	893	1413	1088	1000	1934
KRTAP10-8	0	0	0	0	0	0	0	0	0	0	0	0	0
GSK3A	432	1039	836	784	411	841	480	426	329	755	613	520	894
GSK3B	448	939	902	739	543	681	538	525	370	791	658	534	901
UBD	6	3	1	11	3	6	0	3	2	5	3	3	1
MSTO1	34	67	45	47	11	32	11	13	22	5	11	17	37
UBB	8325	10130	8505	7149	3699	8048	4704	4275	3117	7528	5117	4353	8894
UBC	4724	9470	8418	7696	2440	6312	4177	5496	3549	9358	4944	4276	8814
KRTAP10-5	0	0	0	0	1	1	0	0	1	0	0	0	2
PATE4	2	6	3	7	0	4	0	0	0	1	0	0	7
KRTAP10-4	2	1	1	0	0	0	1	0	0	0	0	0	0
PATE1	1	0	0	0	0	0	0	0	0	0	0	0	0
PATE3	0	3	3	0	0	2	0	0	0	0	0	0	1
PATE2	8	10	14	12	0	12	1	0	0	2	1	0	14
AKR1A1	178	224	193	257	238	275	187	235	222	326	275	291	203
ZBTB6	100	167	198	167	142	170	135	138	104	205	187	153	217
RNF220	566	825	733	693	304	836	360	335	247	481	405	330	685
RNF222	0	3	9	1	0	1	2	2	0	0	0	1	3
RNF223	0	2	0	1	1	0	0	0	0	0	0	0	0
RNF224	3	48	31	20	3	39	18	8	7	6	14	4	36
ZBTB9	125	295	332	253	250	268	269	214	183	501	328	324	356
CARD10	343	877	1228	1056	1031	935	1426	1490	1045	1801	1701	1423	1143
MED30	90	99	91	75	41	148	41	31	41	44	56	64	102
MED31	56	90	70	56	28	84	34	28	28	63	52	35	68
SEZ6L2	249	412	589	481	532	276	1162	815	658	1834	1351	1126	651
HECW1	28	82	45	39	7	23	5	11	1	0	14	3	50
HECW2	92	156	277	247	250	243	299	185	138	223	251	175	320
HRCT1	20	7	41	42	31	42	50	34	14	45	102	24	35
HIST3H2A	10	19	15	21	28	24	37	29	26	54	50	43	20
FGF19	7	8	7	4	0	10	0	0	0	0	0	1	1
FGF18	7	17	10	10	3	29	0	9	8	1	7	2	16
FGF13	39	53	45	70	27	119	6	43	44	24	33	38	54
FGF12	26	29	27	24	12	39	11	19	10	15	11	4	25
FGF11	35	82	60	71	59	89	9	25	17	24	43	97	59
FGF10	1	4	1	11	15	19	1	8	4	2	12	17	1
FGF17	8	10	5	10	0	18	2	1	3	5	5	2	4
FGF16	0	0	0	0	0	0	0	0	0	0	0	0	0
FGF14	19	45	31	25	1	24	3	5	4	2	1	1	42
KIAA1407	316	495	485	327	120	438	115	144	111	113	143	130	431
TPSB2	17	8	3	79	52	76	14	19	51	16	81	107	3
GLT6D1	64	93	5	6	0	1	0	1	1	0	1	0	2
OXNAD1	94	211	137	102	60	121	84	79	55	127	102	76	152
SLC25A32	217	238	315	270	109	324	104	179	118	217	177	160	371
CYP2C19	1	5	0	1	0	0	0	0	0	0	0	0	0
KCNJ13	7	27	23	13	5	7	5	6	5	12	1	5	13
KCNJ12	26	34	25	26	19	46	6	15	13	11	24	22	17
KCNJ11	18	28	23	14	4	18	7	7	4	6	7	10	17
KCNJ10	6	8	20	15	10	15	13	26	17	11	15	19	19
TFAM	672	979	717	578	184	415	198	256	147	343	293	214	735
KCNJ16	10	27	25	12	5	22	0	5	4	3	4	8	23
KCNJ15	15	41	19	29	0	23	0	1	1	0	0	3	26
KCNJ14	75	132	77	75	24	61	28	18	18	34	17	22	81
KCNJ18	0	0	1	0	0	0	0	0	0	0	0	0	0
TMX4	1469	2526	2856	2360	2037	1652	2397	1864	1025	3882	2853	1819	2859
TMX1	192	260	319	320	261	376	254	282	185	373	393	282	347
TMX3	280	378	549	544	404	667	373	484	294	443	486	405	587
TMX2	293	396	434	469	355	505	436	388	339	737	479	422	475
DAZAP1	1497	2548	1733	1383	420	1812	473	519	423	531	527	488	1639
DAZAP2	661	1045	1115	1305	834	1630	903	1098	962	1303	1177	1295	1200
OR56B4	0	0	3	1	1	0	1	0	0	0	1	0	2
OR56B1	0	0	1	0	0	0	2	0	0	0	0	1	1
MLC1	207	20	450	477	3	30	2	3	482	1093	799	3	482
TLCD2	23	22	17	52	50	53	34	70	56	52	82	70	14
TLCD1	63	109	61	42	7	38	12	8	6	22	11	16	54
EXOC6B	44	115	128	77	38	65	29	44	20	56	59	41	123
C6orf120	256	421	288	367	258	372	192	240	206	315	274	272	342
CDC42SE2	652	934	1555	1135	721	1200	1006	922	601	1493	1354	956	1711
CDC42SE1	205	410	504	546	623	615	549	679	414	594	567	628	466
OR5AK2	0	0	0	0	0	0	0	0	1	0	0	0	0
RERGL	8	7	28	56	25	69	6	123	54	4	20	38	36
VAC14	201	443	399	399	206	433	271	204	142	413	320	303	400
APRT	185	196	199	193	138	298	181	170	186	265	302	254	209
C19orf53	251	373	308	319	202	361	256	215	181	356	281	301	281
C19orf52	141	184	242	150	104	261	82	87	64	143	118	110	237
C19orf57	220	347	356	202	35	349	28	55	30	79	40	44	312
C19orf55	76	432	316	221	49	266	53	57	51	59	82	60	322
C19orf54	142	359	334	238	151	330	160	159	115	197	154	152	286
C19orf59	2	3	1	5	0	1	0	0	0	1	0	1	0
LACTB	280	326	239	221	32	284	42	60	45	48	55	60	284
CLPSL1	0	1	0	0	1	0	0	0	0	0	0	0	0
CLPSL2	1	2	0	1	0	1	0	0	0	0	2	0	1
GEMIN7	68	88	87	81	63	85	54	44	51	61	65	71	85
PUM2	610	1011	1337	1254	1000	1407	1043	1140	776	1624	1445	1067	1512
PUM1	273	628	729	604	516	715	472	547	361	789	567	487	759
GEMIN4	1115	3223	1414	1247	188	1005	115	157	163	211	231	243	1473
RAD1	323	427	483	380	316	494	368	443	207	501	474	413	541
MRFAP1L1	423	449	549	513	432	685	424	428	398	690	542	555	616
EQTN	219	311	127	118	2	71	1	0	1	2	4	1	152
ANHX	80	152	109	89	0	166	0	0	0	0	1	0	106
AKTIP	330	333	334	282	126	429	129	161	93	143	174	145	345
ZC3H8	112	174	118	116	36	133	29	36	23	50	49	23	160
COL22A1	120	164	68	50	6	61	2	0	3	7	3	1	54
ZC3H4	280	640	784	561	383	684	497	415	356	577	459	500	737
ZC3H6	197	420	516	368	159	524	193	158	119	189	258	187	527
CYP2J2	52	58	42	29	14	12	8	7	2	10	8	10	48
TNFRSF10C	1	11	12	9	12	21	7	10	5	7	10	5	9
TNFRSF10B	77	234	301	439	472	658	469	451	418	605	660	567	277
TNFRSF10A	1	6	3	6	1	8	0	1	6	1	0	4	6
TNFRSF10D	74	156	177	200	149	199	176	239	98	223	234	229	199
CLCA2	35	62	35	18	8	17	21	21	15	19	24	14	30
CLCA1	13	27	17	17	7	21	9	11	15	15	11	11	22
CLCA4	12	14	10	11	11	15	29	27	9	9	13	11	10
LOC100130880	0	0	0	0	0	0	0	0	0	0	0	0	0
WFDC10B	4	52	28	23	0	21	1	0	0	1	2	0	30
WFDC10A	0	6	6	2	0	3	0	0	0	0	0	0	5
FAM96A	108	137	156	149	142	182	148	134	102	234	163	163	174
CYP20A1	223	350	347	353	357	450	351	388	270	527	397	418	412
SLC43A2	69	116	118	163	94	195	189	166	88	195	82	174	138
OR14A16	2	1	0	1	0	1	0	0	0	0	0	0	0
