gene	TS001	TS002	TS003	TS004	TS005	TS007	TS008	TS009	TS010	TS011	TS012
POLR3K	36	31	34	38	26	16	30	28	35	38	26
POLR3H	255	726	492	388	214	248	243	221	354	345	277
DNMT1	615	1522	1419	971	273	211	243	173	270	289	280
HOXD8	287	528	310	268	230	132	177	160	98	161	258
HOXD9	69	100	83	166	117	169	199	201	151	183	308
HOXD4	12	27	26	73	67	51	82	80	48	56	111
HOXD1	32	36	41	31	3	1	10	9	1	5	3
HOXD3	13	47	27	81	52	24	63	38	57	38	95
MTPAP	192	336	412	392	222	373	349	273	478	345	316
GLT1D1	423	875	272	298	7	5	5	4	1	7	6
FBP2	11	35	12	13	1	2	1	3	4	11	0
HSPG2	47	480	612	925	825	548	1591	1284	1203	1047	693
FOXJ2	109	294	404	443	338	289	387	392	598	498	361
LARGE	101	382	257	230	80	55	69	69	85	78	86
LAIR1	51	72	27	84	61	22	52	33	26	25	54
LAIR2	0	2	0	1	0	0	1	0	0	0	0
TDRD12	143	173	172	85	1	2	2	0	1	1	1
TDRD10	983	1709	969	803	85	63	128	82	103	72	87
HSPE1-MOB4	0	0	0	0	0	0	0	0	0	0	0
C6orf10	580	1382	470	529	1	3	0	1	2	4	0
C6orf15	0	1	0	0	0	0	0	0	0	0	0
CDK11A	79	132	113	137	74	62	65	39	79	111	66
CDK11B	262	491	303	296	113	116	187	135	165	147	149
SCRN3	91	174	170	140	125	88	119	77	156	159	127
SCRN2	181	170	216	271	209	283	259	258	350	329	265
SCRN1	415	984	1663	1646	2045	2440	2148	1387	3829	2926	2097
TNP2	107	369	32	247	0	2	0	0	1	1	0
TNP1	8532	16840	4267	6291	15	15	19	11	20	61	9
NPBWR2	0	1	0	0	0	0	0	0	0	0	0
RBCK1	410	692	627	842	829	880	859	699	1210	808	969
SLC52A1	8	23	21	23	0	0	0	1	1	0	2
SLC52A3	614	1162	2226	1850	2275	3595	2920	2124	5573	3848	3185
SLC52A2	387	660	647	486	312	389	355	278	581	419	474
TMEM201	207	494	520	418	236	431	343	248	494	446	404
TMEM202	177	199	105	86	0	1	0	1	1	0	2
TMEM203	277	335	362	339	250	285	275	254	458	384	348
TMEM204	65	96	137	198	153	183	180	312	253	171	194
TMEM205	521	674	403	402	197	266	193	213	351	328	362
TMEM206	122	144	193	173	66	192	163	82	105	118	106
TMEM207	0	3	1	1	0	0	1	1	0	0	0
TMEM208	187	189	198	187	108	179	151	101	259	210	227
TMEM209	218	305	363	316	177	288	281	216	477	336	335
SLC6A11	6	24	31	24	12	5	15	14	14	6	6
SLC6A17	57	250	166	115	6	5	4	5	5	0	1
SLC6A16	1005	2811	1626	1234	13	11	24	29	24	21	24
SLC6A15	15	34	35	13	2	16	1	3	13	25	16
SLC6A14	2	2	0	5	0	0	0	0	0	0	1
HMGCS1	654	831	908	1193	1109	850	1172	855	1406	2832	2105
HMGCS2	396	573	1183	760	1300	2265	2491	1203	3029	2473	1502
KIAA1324	466	1327	666	530	73	43	51	28	68	59	75
KIAA1328	121	285	170	141	35	37	44	35	56	55	40
C14orf93	44	66	78	91	78	57	58	48	78	83	62
ANKRA2	107	145	178	144	140	131	161	95	160	161	133
OR2AK2	0	2	0	0	0	0	1	0	0	0	1
DEFB4B	0	0	0	0	0	0	0	0	0	0	0
DEFB4A	0	0	0	0	0	0	0	0	0	0	0
TAC1	5	6	6	1	1	0	0	1	1	0	1
TAC3	19	35	22	12	1	0	1	1	0	0	0
TAC4	0	8	3	6	0	0	0	3	1	1	1
MPND	61	69	61	77	34	42	34	37	43	64	48
HPX	9	24	15	20	5	9	6	5	5	8	9
CALHM1	2	5	3	7	8	5	7	6	2	4	7
CALHM3	4	11	5	10	0	2	1	0	0	2	2
PRR9	18	48	33	21	0	0	1	0	0	0	0
HPR	7	12	8	21	9	19	8	8	38	28	28
HPN	15	32	9	13	8	2	9	9	4	8	7
HPD	75	149	73	64	3	3	6	20	8	6	7
C2orf50	1	0	3	0	1	2	1	1	0	0	2
OAZ2	957	1423	1628	1271	1092	1345	1334	927	2085	1860	1509
OAZ3	1258	2354	894	898	2	5	12	10	12	14	18
OAZ1	2088	2110	2101	2217	1816	2054	2214	1473	2657	2736	2463
KIAA0146	150	311	305	333	117	72	153	139	150	121	133
FBP1	22	24	28	40	49	52	34	36	72	64	66
KIAA0141	214	348	545	590	530	644	725	594	936	822	669
KDM4C	240	318	269	301	170	168	169	106	216	212	187
KDM4B	389	908	740	764	414	517	584	396	578	598	554
URI1	839	985	958	797	393	367	456	307	545	539	466
KRAS	165	368	452	347	242	270	356	281	423	405	266
ADAM7	8	14	8	4	1	0	1	0	0	1	1
ADAM2	653	1075	511	423	1	1	2	4	3	4	2
EEF1G	1012	1686	982	1069	857	797	788	731	1027	962	1109
EEF1D	1488	2302	1325	1701	1002	893	1032	996	1263	1138	1297
ADAM8	42	46	110	109	129	141	128	93	121	107	140
ADAM9	255	303	542	629	760	823	870	494	1138	997	864
SPO11	88	86	118	51	0	0	2	0	0	0	0
IL20RA	67	99	76	125	59	180	104	153	170	191	217
IL20RB	89	197	94	95	2	5	6	5	7	2	9
RPL8	3310	3782	2890	3236	2259	2047	2471	2228	3109	2732	2735
RPL9	169	140	19	171	17	12	14	12	154	15	306
RPL6	351	367	307	518	487	414	579	411	604	532	532
OLFML1	42	72	56	170	173	93	193	217	152	170	237
RPL4	1630	2163	1748	2217	1577	1470	1823	1799	2336	2074	1947
OLFML3	86	68	61	213	195	79	201	179	150	271	318
RPL3	3038	5141	4067	4993	4136	3886	4585	4231	6272	6281	5367
FEN1	334	524	441	317	105	125	107	62	203	130	129
LUC7L	596	737	568	720	385	410	549	398	456	485	516
SCD	1267	2160	3099	2811	3910	5714	4428	2570	6875	6738	5358
NKX1-2	0	0	0	0	0	0	0	0	0	0	0
ERMAP	63	137	195	210	249	244	276	205	300	295	271
SCT	15	9	11	11	0	2	1	0	4	3	3
TROAP	248	1017	333	316	4	2	5	2	1	5	8
WFDC9	0	1	0	0	1	0	0	2	0	0	0
WFDC8	0	3	1	1	0	0	0	0	0	0	1
GOLGA6D	6	28	20	10	0	0	0	0	2	0	1
GOLGA6C	32	77	28	15	0	2	0	3	1	1	1
GOLGA6B	3	7	25	5	0	0	0	0	0	1	0
GOLGA6A	5	8	6	3	0	0	1	0	0	2	0
ACO1	341	473	792	703	676	1046	911	684	1532	1258	910
WFDC3	1003	123	54	28	0	2	3	3	4	0	1
ACO2	143	444	605	435	339	542	431	384	970	676	542
WFDC5	19	53	14	11	0	0	0	0	0	0	0
WFDC6	165	138	458	253	382	363	806	569	540	731	676
INHA	1048	1764	3194	3364	4457	4675	3406	3368	11132	4436	5330
TMEM66	1936	2683	2370	2507	2103	2357	1945	1454	3210	2608	2570
TMEM65	84	106	88	108	70	54	85	48	70	66	68
TMEM64	220	331	397	418	298	324	315	269	861	569	407
TMEM62	41	75	115	90	81	100	96	77	112	134	103
TMEM61	4	8	5	5	1	1	1	1	1	1	1
TMEM60	176	185	239	245	155	164	167	138	373	230	202
TMEM69	127	180	206	238	156	161	181	130	303	188	173
TMEM68	105	78	122	126	122	146	133	147	260	217	159
ITM2C	247	316	475	1064	1146	1941	1435	688	2160	2164	1155
ITM2B	1611	1915	2476	3993	4338	4096	4568	2962	5863	4706	5650
ITM2A	74	61	77	296	245	103	179	320	180	154	307
KLHL40	34	50	19	16	0	0	0	0	0	1	1
FJX1	11	31	27	18	12	9	18	15	21	14	22
UGT8	33	81	101	57	2	0	0	0	2	5	2
PAXBP1	395	550	541	519	265	280	285	194	213	326	293
ZNF628	362	1131	411	385	70	90	90	69	106	123	72
ZNF629	157	333	448	399	384	448	464	352	697	620	526
ZNF624	103	176	206	128	62	53	38	40	70	72	48
ZNF625	5	23	36	30	34	43	35	20	27	30	23
ZNF626	42	72	117	108	129	132	130	90	218	175	135
ZNF627	133	244	277	193	141	179	170	137	259	219	149
ZNF620	10	23	31	28	20	11	14	15	18	20	18
ZNF621	147	329	355	400	479	470	544	327	516	485	384
ZNF622	322	405	256	243	97	84	94	82	126	128	101
ZNF623	73	223	311	223	234	203	202	176	368	254	190
UGT2B15	4	17	2	4	0	0	0	0	0	0	0
UGT2B17	4	3	1	0	0	0	0	0	1	0	0
UGT2B10	8	12	0	2	0	0	0	1	0	1	1
UGT2B11	0	3	1	0	0	0	0	0	0	0	0
RPL7	0	6	2	4	3	3	0	4	2	4	2
APAF1	74	153	179	164	100	71	95	75	93	96	98
RPL5	1733	2269	1782	2283	1892	1584	2026	1848	2380	2326	2194
FSCB	612	1528	700	524	1	3	2	1	2	5	2
GML	20	20	21	13	0	0	0	0	0	1	0
OR1M1	0	1	0	0	0	0	1	0	0	0	0
S100A4	64	43	19	128	105	33	95	47	33	85	131
S100A6	593	234	134	664	387	202	505	502	369	791	1184
IGFALS	12	63	37	37	9	18	12	9	13	15	15
PRM1	26134	46828	10596	17190	42	99	64	50	60	172	46
PRM3	210	246	118	74	1	0	1	0	0	1	0
PRM2	28836	86930	24064	37832	63	127	71	52	79	281	47
ACVR1	71	98	148	182	179	157	163	112	242	173	141
KREMEN1	356	816	1308	1281	1269	1551	1406	983	2157	1933	1649
THAP11	251	347	337	321	201	176	206	193	306	231	281
HOOK2	215	335	283	275	166	99	153	148	193	172	160
HOOK3	196	323	433	335	294	235	300	221	318	327	277
HOOK1	855	1537	869	717	47	60	45	32	58	83	24
KCNE1L	3	2	4	19	8	6	16	6	9	13	12
SEBOX	3	2	0	1	2	0	0	0	0	0	0
DKC1	477	629	836	740	528	828	785	517	1307	989	827
TBC1D10C	25	27	22	32	11	14	14	16	7	18	20
TBC1D10B	1100	2615	1427	1330	460	437	474	321	610	566	563
TBC1D10A	357	544	568	431	310	345	314	267	439	456	450
BPIFB3	3	5	10	2	0	0	0	0	0	1	0
BPIFB2	2	3	19	15	0	1	0	0	0	1	1
BPIFB1	43	74	37	21	0	1	0	0	0	0	2
BPIFB6	0	0	0	2	0	0	0	1	0	1	0
BPIFB4	10	18	13	15	0	0	0	1	0	0	1
OARD1	654	725	625	581	147	163	158	136	275	216	218
CAMK2D	282	339	682	551	532	672	665	605	1056	857	582
CAMK2G	90	221	245	290	170	175	227	151	232	231	225
CAMK2A	3	4	3	16	5	3	5	6	5	2	8
CAMK2B	92	83	98	99	85	53	41	17	63	51	51
KAZALD1	26	50	69	51	21	13	31	19	25	59	46
RNASE11	427	1113	157	302	0	3	1	0	2	3	2
RNASE10	0	1	0	1	0	0	0	0	0	0	1
RNASE13	0	12	13	5	0	5	4	4	2	1	2
RNASE12	5	19	7	12	0	0	0	0	0	1	0
ZSCAN18	671	1116	1243	1280	859	1503	1097	1098	1489	1186	1252
ZSCAN10	2	4	2	6	1	3	1	0	0	0	2
ZSCAN12	115	207	247	177	131	136	143	118	228	187	115
ZSCAN16	19	32	30	33	17	28	27	20	22	23	23
ENOX1	197	357	148	172	15	22	15	15	32	39	43
ENOX2	88	127	230	174	146	125	183	101	283	204	189
C9orf50	60	143	54	48	2	1	3	5	1	1	3
C9orf57	252	227	162	197	1	0	0	0	0	0	0
WDR41	472	511	322	398	202	205	166	107	203	187	160
WDR44	126	262	354	306	158	152	186	118	296	210	174
WDR45	72	86	91	139	154	147	169	149	248	194	213
WDR48	820	1986	1618	1317	355	376	402	304	593	440	393
WDR49	2	11	7	7	0	0	0	1	0	0	1
JAK2	197	264	295	234	172	125	172	157	155	177	156
JAK3	44	104	78	294	216	147	192	270	186	273	326
JAK1	856	2269	1906	1448	712	704	677	920	1195	758	712
NMRAL1	151	140	129	107	50	100	112	68	195	111	152
PTF1A	17	30	7	15	0	2	1	0	0	0	1
EFCAB4B	6	39	13	17	3	1	5	6	6	6	5
EFCAB4A	25	46	22	24	12	3	13	19	8	9	15
PRKDC	900	1699	1999	1347	828	803	893	543	1351	1130	825
MKRN1	2723	4692	2647	2458	634	877	671	557	1070	939	795
WFDC1	127	150	79	426	260	194	259	289	433	173	204
MKRN3	35	55	50	48	13	0	8	6	10	10	6
MKRN2	864	1770	1105	1070	439	554	668	441	903	766	510
LHFPL4	53	69	56	43	1	0	2	1	1	3	2
LHFPL5	1	3	0	0	0	1	0	0	0	0	1
LHFPL1	0	2	1	2	0	1	0	1	0	0	0
LHFPL2	201	322	612	663	952	964	937	718	1513	924	976
LHFPL3	1	8	4	13	1	0	0	1	2	0	1
TLL1	12	6	6	33	51	12	41	26	16	48	44
TLL2	11	32	22	12	5	9	6	0	3	3	9
WFDC2	23	17	20	39	5	18	49	15	52	36	16
PBK	1025	1370	855	623	5	3	2	3	1	12	3
RIMS4	263	733	889	845	1194	1230	571	786	1612	1637	1298
KIF21A	252	336	633	492	783	782	711	390	1098	783	599
RIMS1	91	191	119	80	8	5	10	6	1	6	1
RIMS2	50	129	81	72	14	13	33	21	16	34	74
KIF21B	414	1366	788	637	35	9	17	28	24	34	40
TMEM67	246	416	353	229	95	146	160	113	175	140	104
MCAM	87	139	280	438	527	178	709	452	297	242	392
MCAT	196	276	271	218	85	170	157	96	306	190	172
JSRP1	21	17	25	21	2	2	9	6	7	16	4
TAGLN3	2	2	0	0	0	0	0	1	0	0	0
TP53TG3	0	0	0	0	0	0	0	0	0	0	0
IL21R	18	57	19	26	1	2	1	1	1	0	1
EMX2	15	15	15	45	39	21	43	52	32	25	67
EMX1	32	64	49	35	0	1	1	1	0	0	1
LOC100130348	59	63	29	27	0	1	0	0	0	1	0
PRKD1	253	437	659	605	575	618	588	410	1082	828	588
PRKD2	120	226	254	304	222	205	238	212	225	254	215
PRKD3	668	1212	984	797	200	136	194	211	164	158	206
FAM109B	37	76	48	80	57	26	50	44	45	45	72
FAM109A	166	369	336	329	290	266	320	261	438	366	367
SLC7A4	390	594	872	635	449	717	759	607	927	945	487
KLHL42	266	410	986	1007	1337	1459	1561	895	2228	1518	1344
PTPN20B	0	0	0	0	0	0	0	0	0	0	0
PTPN20A	0	0	0	0	0	0	0	0	0	0	0
KLHL41	124	135	109	76	7	9	8	6	6	7	10
KLF7	117	251	320	395	186	174	186	153	193	194	219
KLF6	282	501	574	835	450	438	2017	696	826	784	557
CERKL	1	13	9	8	1	1	4	0	1	3	1
KLF4	480	1083	560	1045	163	109	1202	527	296	881	399
KLF3	111	127	368	455	560	459	611	396	886	587	545
KLF2	193	141	459	624	326	449	2797	1103	947	816	550
KLF1	0	2	2	2	0	0	0	0	0	0	0
KLF9	135	314	329	379	345	471	639	441	569	536	408
KLF8	37	72	119	204	295	315	435	323	373	445	341
MCTS1	174	334	540	523	771	963	965	527	983	1048	739
NAIP	3	6	17	19	11	4	15	4	4	5	8
REST	422	717	877	705	517	546	609	350	811	592	496
SFSWAP	239	498	483	502	330	365	430	287	505	458	468
CCNA2	119	195	141	173	30	20	16	15	18	24	19
POU1F1	1	1	0	0	0	0	0	1	0	0	0
PHF21A	410	863	934	938	607	597	698	473	875	774	722
VPS25	200	286	338	264	180	273	204	165	278	263	247
MAP3K11	276	507	765	746	724	886	1086	706	1211	1134	1057
MAP3K12	110	191	388	392	427	445	554	502	626	532	514
MAP3K13	198	341	474	463	506	641	684	396	954	690	599
ADNP2	458	1207	1254	868	337	499	538	353	702	631	431
MAP3K15	10	15	24	22	8	4	17	6	41	54	51
ZNF543	80	141	144	149	61	32	50	46	79	73	44
MAP3K19	216	544	192	154	1	2	3	2	2	3	1
ZNF549	77	175	197	178	114	82	113	106	158	134	104
STXBP5L	33	68	110	101	63	106	89	58	132	160	114
VPS29	330	387	450	341	205	207	245	189	260	296	270
FAM60A	152	274	286	200	115	148	155	118	239	171	120
RARA	210	738	616	606	377	369	368	465	511	467	490
SKA1	117	212	160	128	1	1	2	1	3	7	3
RARB	9	11	25	15	1	4	7	3	4	6	8
FAM163B	10	44	27	23	2	1	2	0	4	0	2
RARG	52	110	107	181	66	22	68	74	60	42	72
RARS	477	445	482	464	216	355	392	263	555	396	332
RABIF	588	831	429	458	152	118	136	104	187	142	134
JAKMIP3	58	110	88	111	67	39	84	53	53	65	87
JAKMIP2	71	124	40	49	111	68	67	14	3	48	22
JAKMIP1	83	107	237	181	161	280	224	144	374	314	324
PCYT2	3338	5626	2432	2293	83	92	97	111	108	222	136
NMT2	286	339	586	494	586	808	790	525	1166	951	731
NMT1	542	1109	1027	1043	688	765	753	592	1246	1058	961
SDE2	207	343	360	316	146	170	213	130	337	268	158
PRKRA	497	729	596	595	224	266	342	230	357	364	300
PTGES3	1755	1956	1921	1658	680	672	766	691	1057	1059	863
PTGES2	247	363	377	358	218	301	276	243	346	405	333
SYF2	288	313	307	339	203	215	244	207	327	301	294
MCM8	222	431	417	332	57	54	55	32	60	69	44
CCAR1	389	686	751	609	458	448	559	338	578	561	448
ZBTB8A	61	115	119	156	156	109	160	114	184	143	141
ZBTB8B	12	27	19	10	7	3	9	7	19	14	3
F12	24	64	24	22	3	1	3	0	4	1	1
F10	75	110	75	262	214	110	265	272	217	202	281
F11	2	1	1	3	3	3	8	3	0	2	3
HDGFL1	513	2013	1160	662	3	3	5	0	3	1	1
NODAL	31	49	30	19	1	5	8	4	2	4	2
RFPL1	6	4	2	0	0	1	2	1	2	1	0
RCOR2	82	87	79	69	30	33	26	53	34	59	51
RFPL3	8	13	14	18	1	0	1	1	0	0	1
TIGD2	50	77	91	100	96	67	69	39	105	100	89
TIGD5	32	81	71	77	115	98	97	65	138	128	136
TIGD4	100	241	122	91	2	4	7	7	5	9	2
TIGD7	312	544	379	367	225	202	236	181	292	246	226
TIGD6	85	142	118	92	81	75	55	59	120	99	69
PTPRCAP	26	22	22	36	40	39	35	17	46	33	46
KIAA1958	15	97	147	87	91	90	91	54	223	152	66
OXSM	242	271	167	176	117	112	112	76	150	112	123
MRPS18B	294	366	310	322	193	265	228	209	437	317	274
MRPS18C	49	75	48	52	24	24	32	27	43	38	31
SKIV2L2	417	714	755	531	252	286	276	179	458	406	269
NRARP	109	281	110	172	31	8	91	73	18	36	22
NOP14	114	240	227	206	156	185	174	148	293	248	220
AMOTL1	469	1365	688	763	251	165	360	292	189	163	236
LCN6	5	1	11	26	14	27	33	29	13	24	26
LCN1	1	2	0	0	0	0	0	0	0	0	0
LCN2	3	3	1	1	0	0	0	0	0	0	0
BPI	142	300	119	123	0	4	0	6	13	6	0
VPS52	313	774	774	648	363	396	473	369	680	537	466
LCN9	0	1	1	0	0	0	0	0	0	0	0
LCN8	0	0	0	1	0	0	1	0	0	0	1
DDHD1	718	1358	1366	1111	260	558	561	408	531	646	361
VPS51	551	1209	821	805	383	443	421	480	650	533	549
DDHD2	357	753	783	781	303	342	401	295	385	411	431
DNAJC16	183	394	466	385	206	204	251	186	301	222	240
DNAJC17	21	40	33	38	37	34	36	37	48	34	41
DNAJC14	316	900	825	635	438	506	444	342	793	641	517
RTBDN	22	44	30	19	0	0	1	1	0	1	0
DNAJC12	74	71	126	93	119	153	102	147	235	142	111
DNAJC13	208	438	634	557	387	495	524	360	832	553	470
DNAJC10	1122	1767	1660	1321	517	493	789	490	663	670	491
TECRL	1	0	0	0	1	0	0	0	0	0	0
EPRS	462	702	668	526	379	293	390	254	564	457	381
DNAJC18	534	1020	557	519	163	173	168	141	207	185	157
DNAJC19	96	74	112	115	90	113	115	90	154	134	129
EDF1	908	823	681	830	552	704	630	545	806	771	809
SUPT16H	951	1611	1705	1378	583	628	644	576	1178	937	830
SCML2	109	306	299	244	68	55	92	66	86	104	65
SCML1	495	767	1280	1054	1220	1588	1630	965	1989	2031	1365
SCML4	28	78	37	16	2	2	0	4	1	1	0
NRK	85	56	59	211	182	45	257	157	235	374	358
NRM	148	278	235	198	86	117	101	131	210	123	114
NRL	56	90	52	43	6	7	1	2	8	13	7
DGKZ	76	159	164	190	125	97	106	98	144	117	126
IER3IP1	304	354	359	390	229	187	260	202	296	293	272
TPSG1	15	30	28	29	1	3	0	7	2	1	4
NUP214	1041	5588	3247	2563	500	591	647	490	934	745	560
TPGS2	1627	4450	2448	2319	233	238	259	172	338	255	234
TPGS1	72	104	161	133	89	170	139	95	306	183	214
NUP210	299	960	923	708	777	871	600	491	945	945	708
KIAA0319L	434	879	893	749	619	675	649	505	1088	939	661
EVX2	2	24	17	14	0	0	0	1	0	0	0
FHDC1	59	154	101	78	25	10	11	8	12	22	26
PRAMEF18	0	0	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0	0	0
PRAMEF16	0	0	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0	0	0
PRAMEF14	2	0	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0	0	0
PRAMEF12	3	2	2	1	1	0	0	1	1	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0	0	0
PRAMEF11	3	4	3	2	0	0	0	0	0	0	0
EME1	113	261	195	144	9	6	12	6	16	21	13
EME2	1	40	57	33	51	44	38	30	50	54	36
DUOX1	31	89	91	70	34	57	90	36	259	107	71
DUOX2	25	42	34	37	12	22	48	21	35	179	38
PCNXL4	327	517	613	550	369	328	387	285	501	474	381
PCNXL3	678	1454	1621	1290	729	1062	835	653	1239	1249	1109
PCNXL2	26	148	125	151	159	226	222	132	233	201	174
SULT1C4	4	13	7	30	12	7	28	25	23	9	22
ECH1	623	768	1108	959	852	1158	1090	971	1875	1430	1237
CDHR1	16	33	11	23	20	11	33	18	20	47	32
MOGS	382	769	659	649	456	463	506	401	769	621	545
CDHR3	17	24	17	21	9	15	12	15	2	11	9
CDHR4	40	148	140	55	0	1	3	2	2	4	0
CDHR5	18	34	13	7	6	8	12	3	17	12	7
C6orf170	132	297	241	155	44	44	65	42	57	70	46
HARS	369	687	518	523	354	365	391	336	546	462	412
RAB22A	349	605	535	559	220	215	262	209	330	280	302
C19orf80	3	1	0	2	1	2	1	1	2	3	1
C19orf81	24	46	20	23	6	1	14	4	14	3	11
SALL4	34	76	188	125	65	126	127	170	230	133	146
SALL1	30	65	142	78	0	1	1	1	0	1	2
SALL3	25	51	54	44	0	2	1	1	0	1	0
SALL2	22	48	43	90	66	32	68	73	71	74	88
CYP1A1	2	9	5	5	0	0	2	2	1	0	0
CYP1A2	2	1	3	1	0	1	1	0	0	1	0
C5orf38	17	11	14	16	0	2	0	0	0	0	6
C5orf34	36	82	137	98	51	73	87	48	83	73	62
C5orf30	113	124	224	220	184	260	178	151	282	320	298
FIS1	710	775	562	469	265	357	304	265	488	433	432
ZMIZ2	646	1835	1276	1525	956	843	1033	861	962	1030	1109
ZMIZ1	106	367	335	475	470	292	458	447	350	379	481
SWSAP1	40	68	71	57	33	47	42	27	72	37	56
OR5H15	0	0	0	1	0	0	0	1	0	0	0
OR5H14	1	2	0	0	0	0	0	0	0	0	1
GLTSCR1	79	151	248	223	172	215	227	183	316	247	228
GLTSCR2	735	1151	670	922	603	633	687	763	998	692	816
CYP2A7	0	1	1	0	2	2	1	0	0	0	0
CYP2A6	0	3	1	2	7	2	3	2	7	4	3
OR7E24	7	33	15	16	0	0	0	0	0	0	0
PCP4	4	6	4	2	0	0	0	0	2	0	6
PCP2	434	703	275	227	3	11	17	12	9	15	4
RNFT1	799	1193	925	698	162	148	158	121	168	179	143
HBP1	305	936	758	588	234	234	325	240	445	408	291
OR10R2	1	1	0	3	1	1	0	1	0	0	0
ELOF1	936	1987	959	914	158	203	158	179	273	265	233
MFHAS1	79	251	370	252	32	22	45	44	36	34	39
DHX16	724	1528	1193	911	311	314	307	254	425	354	376
IFLTD1	58	159	85	54	4	8	14	5	7	8	5
DHX15	508	970	1072	884	593	575	734	492	913	816	597
LEPROT	278	441	764	902	905	940	1076	817	1473	1154	1153
DGCR8	542	1220	1121	1069	539	519	566	479	715	603	580
DGCR2	789	1204	1459	1614	1407	1809	1471	1230	2205	2292	1689
DGCR6	153	338	120	124	28	16	33	26	42	34	23
ZNF783	153	328	406	365	229	225	254	214	307	218	248
ZNF782	64	209	141	109	33	29	48	31	41	45	28
ZNF781	53	68	62	57	45	43	44	50	59	55	32
ZNF787	227	387	369	327	225	315	245	204	430	380	298
ZNF786	28	60	52	78	87	45	82	75	98	98	82
ZNF785	11	75	80	53	90	71	119	87	115	118	107
ZNF784	57	93	110	122	122	110	119	95	179	154	141
ZNF789	90	154	136	147	109	152	188	120	187	182	140
RPP40	52	97	71	53	30	36	46	22	53	35	28
PYY	4	15	11	6	1	0	0	1	0	0	0
PMEL	40	125	57	68	11	4	12	8	20	25	52
OR11L1	0	1	0	0	0	0	0	0	0	0	0
ADAMDEC1	3	5	2	2	1	0	1	0	0	0	0
CCR5	5	2	1	10	21	5	9	10	7	9	17
RHOT2	668	902	1066	1062	729	911	1019	768	1053	1065	1000
DCLK1	38	60	58	117	74	32	83	62	38	73	78
DCLK3	123	387	215	139	0	3	2	5	1	4	1
DCLK2	78	147	183	192	110	62	94	91	95	100	101
NOX1	6	4	4	6	11	1	7	9	9	7	3
NOX3	0	2	0	1	0	0	0	1	0	0	1
NOX5	33	100	92	50	9	16	20	11	24	79	78
NOX4	5	5	1	7	1	3	7	3	2	5	1
PGS1	177	311	289	247	121	115	137	116	158	169	150
KAL1	84	139	299	255	422	675	533	303	971	642	475
UBE3B	260	655	788	696	544	564	613	461	952	622	662
UBE3C	622	1398	1354	989	474	516	546	435	796	671	603
UBE3A	827	1281	1234	997	606	604	722	554	1095	884	648
UBE3D	28	28	32	29	31	29	30	25	64	31	28
MTRF1	131	235	210	181	119	141	140	113	153	142	118
MTFR2	154	154	164	96	2	7	4	0	6	7	3
GET4	837	1229	1107	1101	765	980	916	766	1133	1121	965
GLOD5	1	2	3	1	2	1	3	1	1	4	3
GLOD4	277	366	387	379	308	338	413	314	551	459	445
GCH1	80	108	136	138	127	170	241	176	399	214	113
NAA20	862	968	680	474	285	341	301	230	499	372	358
NAA25	222	326	487	412	292	367	454	285	499	417	332
CNKSR1	44	79	67	66	30	28	55	13	47	35	41
CNKSR3	154	280	403	339	346	337	522	336	749	518	440
CNKSR2	19	59	43	55	6	15	11	16	15	6	8
QDPR	207	222	194	255	141	117	136	139	219	209	167
TBC1D19	36	57	49	44	21	17	23	23	22	31	20
TBC1D12	301	614	456	347	87	70	102	78	72	106	75
TBC1D13	132	305	334	299	273	259	264	207	340	386	307
TBC1D16	110	270	336	421	286	270	261	274	295	291	364
TBC1D17	116	236	281	323	296	277	313	304	450	410	403
TBC1D14	116	435	521	332	224	264	228	169	406	339	258
TBC1D15	434	723	477	360	202	213	225	201	355	266	262
AUTS2	143	336	441	467	272	434	380	307	541	364	376
ZBED2	0	0	1	2	0	0	0	0	0	0	0
HSPA1B	431	311	603	1507	384	561	1572	724	3794	536	452
HSPA1A	319	264	350	1080	237	339	879	380	2857	244	258
IKBKAP	294	423	568	515	523	272	382	243	442	479	397
PF4	2	1	3	0	0	0	0	0	1	0	0
ZBED4	118	321	344	330	201	178	207	108	267	228	205
CACTIN	176	422	347	310	163	155	197	162	262	215	219
HSPA1L	1182	2352	1401	1061	31	35	33	32	39	19	41
ATP7A	35	48	94	77	114	101	115	63	166	117	92
CYSLTR1	0	2	3	2	3	0	0	3	1	2	3
PTGIS	65	117	150	262	197	93	206	372	318	119	165
PTGIR	1	1	2	3	5	2	4	3	3	0	2
ANKRD63	1	1	3	2	0	0	4	8	16	6	2
CLTCL1	698	1866	1151	853	38	45	67	32	50	96	66
ANKRD61	73	128	105	103	18	20	9	4	15	19	3
ANKRD66	2	1	0	0	0	0	0	0	0	0	0
ANKRD65	52	72	89	159	95	75	265	242	176	139	125
HSPA13	510	660	905	619	422	531	621	286	932	632	460
HSPA14	332	455	359	258	49	50	63	47	75	73	58
MXI1	412	629	856	902	750	949	976	870	1664	998	996
SLC4A1AP	407	721	634	404	120	138	124	84	182	174	156
